,topic,page_num,post_num,text,join_date,post_date,num_likes,pred_label,true_label
1863,Great Online Deals of 2020,5,15,"search for ""totem cam on ebay""  there are some ranging from 71 to 80 bucks",Apr 2014,Mar 26 2020,2,1,
1864,Great Online Deals of 2020,5,15,free shipping,Apr 2014,Mar 26 2020,2,1,1.0
1865,Great Online Deals of 2020,5,16,"another 40% off alpenglow code (again~ first 100 orders): ""stayhome""",Mar 2019,Mar 27 2020,8,1,1.0
1866,Great Online Deals of 2020,5,17,is alpenglow anyone else's new favorite gear shop?,Nov 2015,Mar 27 2020,12,1,1.0
1867,Great Online Deals of 2020,5,18,camp saver has totems for $66 right now black included,May 2019,Mar 27 2020,18,1,1.0
1868,Great Online Deals of 2020,5,19,use code march for additional 20% off,Apr 2011,Mar 27 2020,13,1,1.0
1869,Great Online Deals of 2020,6,0,use code march for additional 20% off just got a black tote for $53.10 shipped,Jul 2014,Mar 27 2020,4,1,1.0
1870,Great Online Deals of 2020,6,0,awww sheit it’s christmas!,Jul 2014,Mar 27 2020,4,1,1.0
1871,Great Online Deals of 2020,6,1,full set of 7 totems shipped for $406,Jun 2019,Mar 27 2020,2,1,1.0
1872,Great Online Deals of 2020,6,2,how much duty will you pay on that?,Aug 2013,Mar 27 2020,0,1,1.0
1873,Great Online Deals of 2020,6,3,how much duty will you pay on that? duty would probably be around $70 cad,Jun 2019,Mar 27 2020,0,1,1.0
1874,Great Online Deals of 2020,6,4,just got a black tote for $53.10 shipped,May 2019,Mar 27 2020,3,1,1.0
1875,Great Online Deals of 2020,6,4,awww sheit it’s christmas! jumped on it too - two blacks for under $115 shipped! time to see what the craze is all about,May 2019,Mar 27 2020,3,1,1.0
1876,Great Online Deals of 2020,6,5,this man is awesome.,Jun 2011,Mar 27 2020,1,1,
1877,Great Online Deals of 2020,6,7,"broke down and tried getting a black totem and when the confirmation email came it said ""no availability estimate""",Mar 2018,Mar 27 2020,1,1,1.0
1878,Great Online Deals of 2020,6,7,ordered pretty soon after it posted on here and saw 7 available,Mar 2018,Mar 27 2020,1,1,1.0
1879,Great Online Deals of 2020,6,7,anyone else get an email like that?,Mar 2018,Mar 27 2020,1,1,1.0
1880,Great Online Deals of 2020,6,8,i ordered when there was 14 available and got an e-mail confirmation saying they had it in stock and ships 1-4 business days~ so hopefully that is true.,Apr 2016,Mar 27 2020,0,1,1.0
1881,Great Online Deals of 2020,6,9,blacks and blues of the totems are gone now,Jan 2007,Mar 27 2020,0,1,1.0
1882,Great Online Deals of 2020,6,9,they're still showing the purple totem with 1 left in stock,Jan 2007,Mar 27 2020,0,1,1.0
1883,Great Online Deals of 2020,6,9,"i just purchased a purple though so they should be out of the purples now (and i won't be surprised if the one i bought is a ghost that won't come) edit: just got an email stating ""no availability estimate"" for both the yellow and purple totems",Jan 2007,Mar 27 2020,0,1,1.0
1884,Great Online Deals of 2020,6,10,just like that: gone except for green~ red~ and orange,Feb 2014,Mar 27 2020,0,1,1.0
1885,Great Online Deals of 2020,6,11,yeah~ holy shit lol what a deal~ nice snag,Apr 2014,Mar 27 2020,0,1,1.0
1886,Great Online Deals of 2020,6,12,i'm grateful that you all got them before i could think about it harder,Aug 2013,Mar 27 2020,12,1,1.0
1887,Great Online Deals of 2020,6,12,thank you!,Aug 2013,Mar 27 2020,12,1,1.0
1888,Great Online Deals of 2020,6,12,thank you!,Aug 2013,Mar 27 2020,12,1,1.0
1889,Great Online Deals of 2020,6,13,totems not available anymore,Oct 2018,Mar 28 2020,1,1,1.0
1890,Great Online Deals of 2020,6,14,my totem order was cancelled,Nov 2017,Mar 28 2020,1,1,1.0
1891,Great Online Deals of 2020,6,14,not a surprise~ campsaver only came through one time out of three for me on discounted totems~ and that time i had to wait six months for it to arrive.,Nov 2017,Mar 28 2020,1,1,1.0
1892,Great Online Deals of 2020,6,15,mine was cancelled too - only 1 of 2 though,May 2019,Mar 28 2020,0,1,1.0
1893,Great Online Deals of 2020,6,15,curious to see if it shows up,May 2019,Mar 28 2020,0,1,1.0
1894,Great Online Deals of 2020,6,16,were your orders pending?  mine is,Apr 2014,Mar 28 2020,0,1,
1895,Great Online Deals of 2020,6,17,bobcatadventures  is still having 30% off~ bd nuts 1-13 for 62$ when you checkout.bobcatsadventuresports.com/…,Oct 2017,Mar 28 2020,0,1,
1896,Great Online Deals of 2020,6,18,how is this not more popular,Feb 2020,Mar 29 2020,0,2,2.0
1897,Great Online Deals of 2020,6,18,isn’t it a decent deal?? so people prefer the dmm or others?,Feb 2020,Mar 29 2020,0,1,1.0
1898,Great Online Deals of 2020,6,19,how is this not more popular,Oct 2017,Mar 29 2020,0,2,2.0
1899,Great Online Deals of 2020,6,19,isn’t it a decent deal?? so people prefer the dmm or others?  i think it’s a excellent~ even though i carry dmm nuts,Oct 2017,Mar 29 2020,0,1,
1900,Great Online Deals of 2020,6,19,they had dmm nuts on there but they’re sold out.,Oct 2017,Mar 29 2020,0,1,1.0
1901,Great Online Deals of 2020,7,0,how is this not more popular,Dec 2010,Mar 29 2020,4,2,2.0
1902,Great Online Deals of 2020,7,0,isn’t it a decent deal?? so people prefer the dmm or others?  i do,Dec 2010,Mar 29 2020,4,1,
1903,Great Online Deals of 2020,7,0,or wild country,Dec 2010,Mar 29 2020,4,1,1.0
1904,Great Online Deals of 2020,7,0,the only nuts i have with frayed wires are bd.,Dec 2010,Mar 29 2020,4,0,0.0
1905,Great Online Deals of 2020,7,1,sports basement has 30% everything including sale items,Dec 2017,Mar 30 2020,5,1,1.0
1906,Great Online Deals of 2020,7,1,bd quickdraws for 6$ ea shipped.,Dec 2017,Mar 30 2020,5,1,
1907,Great Online Deals of 2020,7,2,comes out to $50 for z4’s if i did the math correctly..https://shop.sportsbasement.com/products/camalot-z4-2?variant=31501283590216,Feb 2017,Mar 30 2020,0,1,1.0
1908,Great Online Deals of 2020,7,3,also~ x4’s are discounted 25%~ so if this stacks then another 30% off from there,Feb 2017,Mar 30 2020,2,1,1.0
1909,Great Online Deals of 2020,7,3,so $42 per cam?,Feb 2017,Mar 30 2020,2,1,1.0
1910,Great Online Deals of 2020,7,4,la sportiva tx2's are $61.60 with free shipping.https://shop.sportsbasement.com/products/tx2-leather?variant=44002423824,Sep 2010,Mar 30 2020,8,1,1.0
1911,Great Online Deals of 2020,7,6,https://www.mountainhardwear.com/web-specials/,Feb 2017,Mar 31 2020,7,1,1.0
1912,Great Online Deals of 2020,7,7,patagonia 30% off with code save + 16% back if you go through active junky: ebags.com/brand/patagonia,Jan 2020,Mar 31 2020,1,1,1.0
1913,Great Online Deals of 2020,7,8,https://www.mountainhardwear.com/web-specials/ or be even more advanced and insert it as hyperlink using the tool bar~ or be a super user and just hit ctrl+k,Feb 2014,Mar 31 2020,2,1,1.0
1914,Great Online Deals of 2020,7,9,shoes from la sportiva~ altra~ topo~ salomon~ & vasque are super cheap at gear:30,Jun 2017,Mar 31 2020,0,1,1.0
1915,Great Online Deals of 2020,7,9,40-50% off plus an extra 10% off all orders with code: smallbiz men: https://www.gearthirty.com/men/footwear/ women: https://www.gearthirty.com/women/footwear/,Jun 2017,Mar 31 2020,0,1,1.0
1916,Great Online Deals of 2020,7,10,looks like that deal is gone.  new code aprilfools takes $41 off orders over $99 www.gearthirty.com,Jun 2017,Mar 31 2020,1,1,
1917,Great Online Deals of 2020,7,11,if anyone is size small~ the or transcendent is $88 then an additional 20% off in the campsaver outlet with code march,Jul 2018,Mar 31 2020,1,1,1.0
1918,Great Online Deals of 2020,7,11,color seaweed/foresthttps://www.campsaver.com/outdoor-research-transcendent-down-hoody-mens.html?_iv_mens-clothing-size=small&_iv_color=seaweed-forest&_iv_code=7o-am1-7hro-2680841618006 tons of similar or products for similar deals,Jul 2018,Mar 31 2020,1,1,1.0
1919,Great Online Deals of 2020,7,11,super transcendent for 133~ then 20% additional off~ barely above 100 total~ size m:campsaver.com/outdoor-resea…,Jul 2018,Mar 31 2020,1,1,1.0
1920,Great Online Deals of 2020,7,12,using campsaver’s “march” coupon code~ one can get the .5~ .4 or .3 black diamond x4 cams for just under $50 each before tax.https://www.campsaver.com/black-diamond-camalot-x4.htmland backcountry has the black diamond purple .5 c4 cam on sale for $38.97https://www.backcountry.com/black-diamond-camalot-c4s-bld0839,Mar 2015,Mar 31 2020,2,1,
1921,Great Online Deals of 2020,7,13,"use code ""20east"" to get 20% off at ems add that to the 5% cashback from climberslink.com to make it 25%",Jun 2017,Apr 1 2020,1,1,1.0
1922,Great Online Deals of 2020,7,14,received my totems from that campsaver flash sale today.  two brand new totems for $55 each~ still can't believe it...,Apr 2014,Apr 2 2020,8,1,
1923,Great Online Deals of 2020,7,15,amazing~ sounds like you're one of the lucky ones!,May 2019,Apr 2 2020,1,1,1.0
1924,Great Online Deals of 2020,7,16,there's a purple on ebay at the moment from campsaver listed for around $70,Apr 2014,Apr 2 2020,1,1,1.0
1925,Great Online Deals of 2020,7,16,don't need it~ so thought i'd share,Apr 2014,Apr 2 2020,1,1,1.0
1926,Great Online Deals of 2020,7,16,also~ this is very similiar to what happened with that flash sale,Apr 2014,Apr 2 2020,1,1,1.0
1927,Great Online Deals of 2020,7,16,"they posted a ton of cams on ebay under their account ""thecampsaver"" and then a day or so later also posted them on their website~ but were posted for like $65 or so on their site which then also allowed you to stack the coupon to make them $55+",Apr 2014,Apr 2 2020,1,1,1.0
1928,Great Online Deals of 2020,7,16,this purple one might get posted (and maybe a few others) today or tomorrow).,Apr 2014,Apr 2 2020,1,1,1.0
1929,Great Online Deals of 2020,7,17,just got my orange and red,Aug 2017,Apr 2 2020,1,1,1.0
1930,Great Online Deals of 2020,7,17,my first totems--woo hoo!,Aug 2017,Apr 2 2020,1,1,1.0
1931,Great Online Deals of 2020,7,18,nice dude,Apr 2014,Apr 2 2020,7,1,1.0
1932,Great Online Deals of 2020,7,18,don't buy any of the reviews about them being floppy,Apr 2014,Apr 2 2020,7,1,1.0
1933,Great Online Deals of 2020,7,18,yes they are floppy when you don't retract the trigger~ but who the f places gear without retracting first?  i'll take an orange or red anyday over a red and gold c4 ul,Apr 2014,Apr 2 2020,7,2,
1934,Great Online Deals of 2020,7,18,the weight savings on the ul are great~ but with the narrow headwidths of the totem ~ longer stem~ flexible stem~ and decreased chances of walking...hands down.,Apr 2014,Apr 2 2020,7,2,
1935,Great Online Deals of 2020,7,19,nice dude,Sep 2016,Apr 2 2020,3,1,1.0
1936,Great Online Deals of 2020,7,19,don't buy any of the reviews about them being floppy,Sep 2016,Apr 2 2020,3,1,1.0
1937,Great Online Deals of 2020,7,19,yes they are floppy when you don't retract the trigger~ but who the f places gear without retracting first?  i'll take an orange or red anyday over a red and gold c4 ul,Sep 2016,Apr 2 2020,3,2,
1938,Great Online Deals of 2020,7,19,the weight savings on the ul are great~ but with the narrow headwidths of the totem ~ longer stem~ flexible stem~ and decreased chances of walking...hands down.  also~ the most critical part of it all...imo~ a totem is more likely to hold than a c4 ul.,Sep 2016,Apr 2 2020,3,2,
1939,Great Online Deals of 2020,8,0,orange and red are my favorites,Sep 2017,Apr 2 2020,2,1,1.0
1940,Great Online Deals of 2020,8,0,i hope they make a blue(3) soon.,Sep 2017,Apr 2 2020,2,1,1.0
1941,Great Online Deals of 2020,8,1,25% off at arc’teryx site with code arc25usa,Mar 2019,Apr 2 2020,3,1,1.0
1942,Great Online Deals of 2020,8,2,some amazing deals there,Mar 2017,Apr 3 2020,3,1,1.0
1943,Great Online Deals of 2020,8,2,i bought 4 of those bd freewire draws for $24,Mar 2017,Apr 3 2020,3,1,1.0
1944,Great Online Deals of 2020,8,2,i bootied one of these and it became one of my favorites~ so 4 more is great,Mar 2017,Apr 3 2020,3,1,1.0
1945,Great Online Deals of 2020,8,2,go get the positrons here~ they are like $8 bucks a draw for the longer one~ i mean~ come on these are amazing draws~ maybe i should buy them...,Mar 2017,Apr 3 2020,3,1,1.0
1946,Great Online Deals of 2020,8,3,alpenglow is back with 2 codes: newclothes ->50% off full priced clothing extra20 -> extra 20% off clearance itemshttps://www.alpenglowgear.com/,May 2018,Apr 3 2020,5,1,1.0
1947,Great Online Deals of 2020,8,4,they need to stop,Sep 2016,Apr 3 2020,18,1,1.0
1948,Great Online Deals of 2020,8,4,i'm running out of money.,Sep 2016,Apr 3 2020,18,1,1.0
1949,Great Online Deals of 2020,8,5,95 bucks gets you 24 movies~ less than 4 bucks a movie,Nov 2011,Apr 3 2020,6,1,1.0
1950,Great Online Deals of 2020,8,5,worth checking out if you're staying inside.24 climbing films,Nov 2011,Apr 3 2020,6,1,1.0
1951,Great Online Deals of 2020,8,6,not interested unless they're planning on including the very necessary 25th film~ the original big up.,Apr 2011,Apr 3 2020,2,1,1.0
1952,Great Online Deals of 2020,8,8,up to 70% off at mountain steals: mountainsteals.com/&nbsp;,Aug 2019,Apr 5 2020,1,1,1.0
1953,Great Online Deals of 2020,8,9,for dead bird fans,Jul 2016,Apr 5 2020,1,1,1.0
1954,Great Online Deals of 2020,8,9,i know it is backcountry (which is a black spot to some) but they are having a 50% off arc’teryx sale that according to active junky~ if you go through aj you can stack on another 25%,Jul 2016,Apr 5 2020,1,1,1.0
1955,Great Online Deals of 2020,8,9,aka the cerium lt hooded down jacket is $188 (on normal sale) sans another 25% is around $144,Jul 2016,Apr 5 2020,1,1,1.0
1956,Great Online Deals of 2020,8,9,ymmv as this is all theory (as i did not buy one...) but it may checkout if you need some dead birdy gear on a budget,Jul 2016,Apr 5 2020,1,1,1.0
1957,Great Online Deals of 2020,8,9,good luck all,Jul 2016,Apr 5 2020,1,1,1.0
1958,Great Online Deals of 2020,8,9,ps: my $57 totems arrived today,Jul 2016,Apr 5 2020,1,1,1.0
1959,Great Online Deals of 2020,8,9,love this thread!  thank you all!  : - ),Jul 2016,Apr 5 2020,1,1,
1960,Great Online Deals of 2020,8,10,at verticallstore.com,Sep 2016,Apr 6 2020,7,1,1.0
1961,Great Online Deals of 2020,8,10,11% off with coupon code stayhome,Sep 2016,Apr 6 2020,7,1,1.0
1962,Great Online Deals of 2020,8,10,combine with the recent drop of the cad it's like 10% more off if you buy with usd,Sep 2016,Apr 6 2020,7,1,1.0
1963,Great Online Deals of 2020,8,10,free shipping available and tax-free for us citizens,Sep 2016,Apr 6 2020,7,1,1.0
1964,Great Online Deals of 2020,8,10,the coupon code can be stacked on those already 200 discounted products from 10 to 60% off,Sep 2016,Apr 6 2020,7,1,1.0
1965,Great Online Deals of 2020,8,10,it makes the discount at the end of approx 25% to 85% off.,Sep 2016,Apr 6 2020,7,1,1.0
1966,Great Online Deals of 2020,8,11,where??,Apr 2018,Apr 6 2020,0,1,1.0
1967,Great Online Deals of 2020,8,12,where?? https://www.verticallstore.com/,Jul 2016,Apr 6 2020,1,1,1.0
1968,Great Online Deals of 2020,8,13,i see 6% cb via aj~ not 25%,May 2017,Apr 6 2020,4,1,1.0
1969,Great Online Deals of 2020,8,14,i see 6% cb via aj~ not 25% yeah that 25% off is just an ad for the sale~ don't think you can stack,Dec 2012,Apr 6 2020,2,1,1.0
1970,Great Online Deals of 2020,8,14,still pretty good prices on select stuff though.,Dec 2012,Apr 6 2020,2,1,1.0
1971,Great Online Deals of 2020,8,15,i took advantage of the sports basement sale and bought 5 camalot ultralights,Dec 2019,Apr 6 2020,3,1,1.0
1972,Great Online Deals of 2020,8,15,the dates on some of the slings disappointed me,Dec 2019,Apr 6 2020,3,0,1.0
1973,Great Online Deals of 2020,8,15,two of the dates were 01-2018 and one was 2015,Dec 2019,Apr 6 2020,3,1,1.0
1974,Great Online Deals of 2020,8,15,the 2015 date surprised me because i thought the ultralights were introduced in 2016.  the information sheet says they should be retired 10 years after manufacture date not the sale date,Dec 2019,Apr 6 2020,3,1,
1975,Great Online Deals of 2020,8,15,how old is too old for a shop to sell online without informing the buyer?,Dec 2019,Apr 6 2020,3,1,1.0
1976,Great Online Deals of 2020,8,16,beal birdie belay device on trekkin $53 and  moose-jaw $56~ snatched one up~ been wanting to try it ​​moosejaw​​​ ​trekkinn ​​​,Mar 2018,Apr 6 2020,0,1,
1977,Great Online Deals of 2020,8,17,yea i would return that if it were me.,Feb 2017,Apr 6 2020,0,1,1.0
1978,Great Online Deals of 2020,8,18,organic is offering a deal,Aug 2009,Apr 6 2020,3,1,1.0
1979,Great Online Deals of 2020,8,18,everyday after you order and until the factory reopens you save like 50 cents or something like that,Aug 2009,Apr 6 2020,3,1,1.0
1980,Great Online Deals of 2020,8,18,the catch is you have to wait until they reopen before they can start working on your pad.,Aug 2009,Apr 6 2020,3,1,1.0
1981,Great Online Deals of 2020,8,19,the serial/engraved number on the back of cam lobes is when it is manufactured,Oct 2016,Apr 6 2020,0,1,1.0
1982,Great Online Deals of 2020,8,19,i believe the ce number is the lab that certified the product ....,Oct 2016,Apr 6 2020,0,1,1.0
1983,Great Online Deals of 2020,9,0,link?,Jun 2017,Apr 7 2020,1,1,1.0
1984,Great Online Deals of 2020,9,1,does anyone know if epictv have any codes going at the moment?,Apr 2019,Apr 7 2020,0,1,1.0
1985,Great Online Deals of 2020,9,2,this isn’t the forum for this but aging gear is a myth,May 2015,Apr 7 2020,6,1,1.0
1986,Great Online Deals of 2020,9,2,as long as the gear is unused~ i would still keep it,May 2015,Apr 7 2020,6,1,1.0
1987,Great Online Deals of 2020,9,2,mountainproject.com/forum/t…,May 2015,Apr 7 2020,6,1,1.0
1988,Great Online Deals of 2020,9,3,this isn’t the forum for this but aging gear is a myth,Feb 2006,Apr 7 2020,2,1,1.0
1989,Great Online Deals of 2020,9,3,as long as the gear is unused~ i would still keep it,Feb 2006,Apr 7 2020,2,1,1.0
1990,Great Online Deals of 2020,9,3,mountainproject.com/forum/t… ultralight's cable is made of spectra or something similar not metal so it has to be thought of more like a softgood.  as i recall the lifespan was black diamond's recommendation.,Feb 2006,Apr 7 2020,2,1,
