,text,1
1335,Stack an average of 5-10 percent active junky and you have one heck of a deal,1
1336,Backcountry is 10% on aj if you support them.,1
1337,Freindly reminder that epic.tv has a ton of stupid good deals,2
1338,Just bought La Sportiva Geniuses for $135 shipped to my door~ no tax.,1
1339,Moosejaw has Arc'teryx  up to 40% off plus stack 14% with active junky,1
1340,Was posted 3 days ago,1
1341,/snarky mean spirited BS comment,1
1342,LOL~  I somehow missed it's earlier posting Kevin,1
1343,"I clearly need to stick around the ""great deals"" thread more it looks like",1
1344,Thanks!,1
1345,steep & cheap is owned by backcountry,1
1346,i'm still boycotting them~ are those cams made in utah or in china? i'm not buying non usa made BD cams.,1
1347,i'm still boycotting them~ are those cams made in utah or in china? i'm not buying non usa made BD cams,1
1348,Can we save the political and moral stuff for the other threads and keep this one just for the deals?,1
1349,This whole thread is a tribute to military industrial capitalism~ brah,1
1350,You need two reasons not to buy them? If it's not your thing~ don't.,1
1351,Enlightened Equipment has 14% off Accomplice quilts,1
1352,These quilts are phenomenal and I've never seen them on sale,1
1353,Prices good through 2/16,1
1354,Info about Enlighted Equipment and the Accomplice: Great brand located in US,1
1355,All quits are custom made and super high quality,2
1356,I have a regular length 20 degree 850 fill,1
1357,I can vouch with an Exped SynMat HL Duo Winter (R5) this combo is light and warm and good to 20 degrees,2
1358,Has anyone seen deals on Camp dyons?,1
1359,Epictv has the qd on sale:,1
1360,BC for 10ish,1
1361," Extra 20% off at alpenglowgear.com with code ""LOVEYOU""",1
1362,Not climbing~ but some of you might want this,1
1363,Lynskey titanium bikes~ frames~ and accessories are 35% off this weekend with code WELOVE35.https://lynskeyperformance.com,1
1364,Some good shoe discounts at Moosejaw right now,1
1365,Sizing limited on most~ but: Lots of sizes of Mythos available for $87 ($75 after cashback below~ $70 if you're new to AJ and use the referral link)Shoes sorted by discount %14% current cashback at AJ~ too ($5 bonus for first signup~ referral),1
1366,Grivel Tech Machine Ice Tool ​Last one,1
1367,price at cart: $ 112.48hammer last one at $127BobcAt adventure25% discount site wide including sale items,1
1368,Up to 25% off metolius,1
1369,$45 for most cams,1
1370,​https://www.backcountrygear.com/metolius-climbing/promotions/sale-items-only.html​​​,1
1371,Lowes has Mr,1
1372,LongArm Pro-Pole 6.2-ft to 11.8-ft Telescoping Threaded Extension Pole on clearance for $12.58 ​Link​​​ Use https://brickseek.com/lowes-inventory-checker/?sku=1244589 to check local stock,1
1373,Ugh~ I didn't technically need a new set of tools..,1
1374,But a set for less than then retail cost of one tool? I guess I have new tools now,1
1375,Thanks a ton,1
1376,Beal Joker with their Unicore and Golden Dry options for under $150,1
1377,A few lengths are available,1
1378,Free shipping also,1
1379,I have 4 ropes from EpicTV and they all arrived quickly and with no hassle,2
1380,​Link​​​,1
1381,Big rope sale on Mammut going on...,1
1382,​https://www.backcountry.com/Store/catalog/search.jsp?q=ropes&p=category%3A1.bcs.Climb&s=a​​​,1
1383,Thanks for the heads up! I also found a Beal Stinger 9.4 Unicore + Dry on EpicTV for around $140 - only in 70m and only in Anis,1
1384,Must be an error?? Either way~ I have one on order!,1
1385,​Chase D wrote: Thanks for the heads up! I also found a Beal Stinger 9.4 Unicore + Dry on EpicTV for around $140 - only in 70m and only in Anis,1
1386,Must be an error?? Either way~ I have one on order! Looks like one left in stock after I grabbed one,1
1387,Use code EXTRA5 for 5% off,1
1388,Must be an error?? Either way~ I have one on order! They do that all the time~ I’m not sure why,1
1389,The same rope in different colors might change the price by $100~ sometimes a 70m is half the price of a 60m or an 80m,1
1390,It makes no sense and now I have too many ropes,1
1391,Shit I bought this at 15% off a couple weeks ago.,1
1392,EMS and Al's have some Z4's on discount currently for around $60 shipped,1
1393,Supposedly if you are a new EMS rewards member~ you get 15% off your first order...not sure if it stacks on sales~ as they never sent me my email nor applied it to my order,1
1394,Misty Mountain Cadillac F harness in any size @ OutlandUSA for around $110 shipped - once you apply the 15% off coupon code,1
1395,The color combo in stock is kinda cool (orange and yellow mix which reminds of me of good ole autumn climbing days),2
1396,It's nearly 100g lighter than the original cadillac and they finally did away with those adjustable leg loops,2
1397,They do that all the time~ I’m not sure why,1
1398,This deal is now 8.39$,1
1399,Was surprised when i went to pick it up,1
1400,12ft stick clip for 9$ is a steal.,1
1401,Six aDollah Chalk aBagga,1
1402,Nuff said if yours is looking old-moldy,1
1403,Cheers.https://www.ems.com/metolius-ultralight-cylinder-chalk-bag/29628500006.html,1
1404,Everything should always ship for free~ I would buy sooo much more unnecessary stuff,1
1405,Fyi this thing is not usually 139 but closer to 240,1
1406,Just nabbed a Mammut Serenity Dry 60m for $125 from epictv with the EXTRA5 code,1
1407,52% off the $260 MSRP is pretty sweet,1
1408,Hope there will be new deals in the following weeks since I plan to find the best pole saw on the market,1
1409,I am looking for the brand that will help me reach those high trees because its getting crowded now~ it really needs pruning.,1
1410,Epic TV has extra discounts,1
1411,I almost buy Beal icelines....,1
1412,Hello all~ GearTrade.com just uploaded a TON of returned shoes from BackCountry,1
1413,i.e,1
1414,TC Pros from $87 - $113,1
1415,Sizes are limited of course but there are plenty of deals if you don't mind a pair of shoes someone else tried on and returned,1
1416,The sites SEARCH functionality is not the best~ but you can sort by functions on the left side,1
1417,It gives you a good idea of how much markup there is on footwear,1
1418,TC Link here: Good luck!,1
1419,20% Off code LoveOutside works til March 1st on select sustainable brands - that's in addition to any current discounts so you can snag a few things at 60% off,1
1420,​https://www.gearthirty.com/sustainable-brands/,1
1421,Some good deals,1
1422,Also: BD Mercuy Mitts - $48 plus shipping/tax with code:  Use code: LeapDay for $29 OffValid on orders $70 or more~ limit 1 per customer,1
1423,OR Cirque soft shell pants size S 50% off at steepandcheap,1
1424,I own one and would have happily bought another pair for this price if it was my size,2
1425,steepandcheap.com/outdoor-r…;utm_source=PSR&utm_medium=FB,1
1426,40%off the new Petzl Dart crampons (UK store) urbanrock.com/petzl-dart/,1
1427,Patagonia nano puffs for $100dickssportinggoods.com/p/pa…;irgwc=1&camp=AFF:mediapartner:BANNER:120x60:10451:320230,1
1428,Mountainsteals has an extra 15% off everything over $99 with code EXTRA15,1
1429,Combined with the current ActiveJunky 12% cashback you can get some good deals,1
1430,Good example: Mammut 9.5 Infinity 70m rope for about $94 in the endhttps://www.mountainsteals.com/product/mammut-9-5-infinity-classic-rope_10418890,1
1431,Great find~ not in need for a rope ATM but damn this is tempting!  The screenshot is without the 12% active junky!,2
1432,Arc'teryx FL-365 Men's Harness in all sizes for $87 at campsavercampsaver.com/arc-teryx-fl-…,1
1433,Last seasons Black Diamond Positron Draws ( gold/black ) are on sale for about 10$ each~ down from 18$ at REI,1
1434,Price drops when they are in your cart,1
1435,Also a few other things on sale too at rei~ anything BD ending in .73,1
1436,Bought neutrino wire biners for 3.50/piece,1
1437,FYI this also includes 2018 model C4 #6 for $65 and BD X4s for $44 a pop.,1
1438,Amazing deals on ropes from Gringoflojo on Ebay,1
1439,50% off brand new 2019 ropes from Bluewater,1
1440,I just picked up a 9.2mm~ 70m~ double dry~ bipattern for $130.,1
1441,I've bought a lot of ropes from that seller,2
1442,It's the Bluewater 2nds department,1
1443,Odd length cuts and cosmetic blems,1
1444,The one I bought was just old stock from 2019~ not an offcut or blemish,1
1445,That being said~ check the item details~ because Señor Arroz is right that some of the ropes are offcuts or have a blemish.,1
1446,Tc Pro 20% off and free shipping:https://www.outdoorplay.com/la-sportiva-tc-pro-rock-climbing-shoes?gclid=EAIaIQobChMI-vL-kpL25wIVFb3sCh1LnwmhEAUYASABEgIHlvD_BwE,1
1447,A 70m Fixe branded 9.6mm rope with a rope bag for $99.99 at EpicTV,1
1448,I don’t know anything about Fixe ropes~ but it has some sort of protective treatment,1
1449,Probably manufactured by someone else.https://shop.epictv.com/en/single-ropes/fixe/siurana-96-rope-bag?sku=C100962071&utm_medium=social&utm_source=facebook%2Binstagram&utm_campaign=REMARKETING%20EN%20USD Edit: looks like Fixe ropes are all made by Roca,1
1450,Great find~ not in need for a rope ATM but damn this is tempting!  The screenshot is without the 12% active junky!,1
1451,NTF Sale at REI:  https://www.rei.com/b/the-north-face/f/scd-deals up to like 40% off or something,1
1452,eBay item ID: 274284170527 (I think) A few pairs of TNF S8K boots in sizes 9 and 10 for $220 shipped,1
1453,Stupid cheap,1
1454,Green and orange totems that appear to be in stock at campsaver for $63 plus taxes,1
1455,Maybe you can find another coupon to stack,1
1456,Im sure active junky adds another 5 plus percent.,1
1457,Sweet!!,1
